id,reviewId,creationDate,criticName,isTopCritic,originalScore,reviewState,publicatioName,reviewText,scoreSentiment,reviewUrl
ant_man_and_the_wasp,2491385,2018-07-18,Tim Robey,True,4/5,fresh,Daily Telegraph (UK),"A Marvel film giving off the repeated vibe that in some other space and time, Pixar might have made it.",POSITIVE,https://www.telegraph.co.uk/films/0/ant-man-wasp-review-marvels-small-scale-superheroes-next-door/
parasite_2019,2672549,2020-02-26,Tessa Smith,False,5/5,fresh,Mama's Geeky,"Parasite surprised me over and over. I constantly had no idea what was going to happen next. But what did happen, was amazing and extremely well done.",POSITIVE,https://mamasgeeky.com/2020/02/did-parasite-deserve-oscars.html
dune_2021,2841253,2021-11-20,Rosa Parra,False,3.5/5,fresh,Latinx Lens,Dune is easily one of the best visually & audibly crafted films of 2021. Hans Zimmer's score is perfection. Narratively? hmmm not so much.,POSITIVE,https://podcasts.apple.com/us/podcast/45-mass-dune-women-is-losers/id1518650275?i=1000541050027
the_lion_king_2019,2605704,2019-07-16,Sandie Angulo Chen,False,3/5,fresh,Common Sense Media,"Visually stunning remake is darker, more violent.",POSITIVE,https://www.commonsensemedia.org/movie-reviews/the-lion-king
captain_marvel,2565348,2019-03-08,James Verniere,False,C+,rotten,Boston Herald,"Captain Marvel could not be duller beside DC's Wonder Woman if she tried. Apparently, personality is not the Captain's superpower.",NEGATIVE,https://www.bostonherald.com/2019/03/08/superhero-slog-not-much-to-marvel-at/
28_days_later,813873,2002-11-19,Peter Bradshaw,True,3/5,fresh,Guardian,"It flags during the encampment scenes, with some redundant gore, but this is a muscular, virile piece of film-making from Boyle.",POSITIVE,"http://film.guardian.co.uk/Film_Page/0,4061,813866,00.html"
avengers_infinity_war,2473324,2018-04-25,Roger Moore,False,2/4,rotten,Movie Nation,"Maybe ""Deadpool 2"" will be better...",NEGATIVE,https://rogersmovienation.com/2018/04/25/movie-review-avengers-infinity-war-isnt-actually-infinitely-long/
widows_2018,2550696,2019-01-24,Amanda Greever,False,,rotten,The Daily Times (Tennessee),It is a slow character study that didn't really tell us anything about the characters in the film.,NEGATIVE,https://www.thedailytimes.com/columns/amanda_greever/review-widows-less-of-a-heist-thriller-than-a-potboiler/article_cc89da02-d800-59ba-b8a6-62203d689224.html
ant_man_and_the_wasp_quantumania,102780416,2023-02-16,Mathew DeKinder,False,3.5/5,fresh,Mat's Entertainment,The future of the MCU is as uncertain as ever&#44; but &#8220;Quantumania&#8221; has the train back up on the tracks and &#40;hopefully&#41; headed in the right direction&#46;,POSITIVE,https://matsentertainment.com/lets-get-weird-with-ant-man-and-the-wasp-quatumania/
taken_3,2241581,2015-01-09,Chris Bumbray,False,3/10,rotten,JoBlo's Movie Network,So low-rent that it feels like everyone involved - from the writers to the director to the star - just decided to put as little effort into the follow-up as possible.,NEGATIVE,http://www.joblo.com/movie-news/review-taken-3-291-02
dunkirk_2017,2513045,2018-09-25,Achara Kirk,False,,fresh,CinePals,"It's all about survival, and the lengths you will go to...it definitely gave me more on the second time around.",POSITIVE,https://www.youtube.com/watch?v=E-iewSGYAGU&list=PLpu7-TGm7LHplY3WeOWndYR6zsIpI7KDa&index=39&t=0s
